page_likes,page_checkin,daily_crowd,page_category,F1,F2,F3,F4,F5,F6,F7,F8,c1,c2,c3,c4,c5,base_time,post_length,share_count,promotion,h_target,post_day,basetime_day,target
2516731,0,20529,21,141,9.32667617689016,4,15.199678611527,0,64,3.31811697574893,1,9,2,4,5,-2,52,73,240,0,24,monday,wednesday,0
329587,0,11271,4,124,11.6048632218845,7,15.9925545194406,0,71,4.25379939209727,1,6,6,0,6,6,7,266,105,0,24,wednesday,wednesday,8
73349,0,1484,18,78,12.4539877300613,9,12.8458068659255,0,53,5.15644171779141,2,2,1,1,1,0,35,0,1,0,24,wednesday,thursday,0
12502094,1,36292,14,1430,174.251833740831,114,197.560656162571,0,594,62.2420537897311,25,320,27,293,294,-266,47,59,2138,0,24,friday,sunday,6
472162,0,29283,24,517,64.3383838383838,25,98.0288642372778,0,433,30.0151515151515,7,5,1,1,3,0,61,25,236,0,24,thursday,sunday,0
22665,0,15605,92,246,47.8640483383686,37,42.8146388472803,0,246,18.0377643504532,4,50,2,16,43,-14,55,174,40,0,24,tuesday,thursday,1
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,4,2,2,4,0,30,7,24,0,24,thursday,saturday,0
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,7,7,0,7,7,12,173,23,0,24,monday,tuesday,0
28379,9681,1283,32,28,7.27083333333333,2.5,8.10925290263467,0,27,2.88541666666667,1,13,0,13,13,-13,39,365,1,0,24,sunday,tuesday,0
273093,0,17964,38,579,60.7025089605735,28,93.2192910843257,0,234,18.7956989247312,5,2,0,0,2,0,70,57,15,0,24,wednesday,saturday,0
590707,0,25344,79,211,33.6525974025974,23,35.3466978895492,0,147,12.9545454545455,5,15,2,13,15,-11,33,96,161,0,24,monday,tuesday,0
220749,0,12792,18,1064,41.325,22,73.4742569463859,0,971,16.6602941176471,4,17,0,2,17,-2,56,93,3,0,24,monday,wednesday,0
672411,1,14221,9,451,30.6619411123228,14,53.6250889554472,0,444,11.6444929116685,3,10,10,0,10,10,16,156,3,0,24,sunday,monday,0
4913787,60,158828,9,1480,160.279761904762,117,178.273095932271,0,1248,60.5440476190476,12.5,277,19,258,268,-239,40,104,1600,0,24,sunday,monday,1
2239009,51619,87722,9,857,96.7084432717678,47,139.638491822163,0,793,34.5738786279683,5,18,18,0,18,18,8,227,43,0,24,wednesday,thursday,8
175201,0,54849,36,806,124.21589688507,82,124.282151900921,0,626,48.4425349087003,22,98,98,0,98,98,24,2746,100,0,24,monday,tuesday,11
115669,0,745,1,28,1.69230769230769,0,3.79796737914081,0,25,0.644230769230769,0,6,0,2,6,-2,56,114,1,0,24,friday,sunday,0
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,28,2,1,25,1,63,84,43,0,5,tuesday,friday,0
155266,1284,2454,60,16,1.38373424971363,0,2.30156304932999,0,13,0.585337915234822,0,0,0,0,0,0,70,70,30,0,24,friday,monday,0
244175,0,15135,18,378,41.7325581395349,35,40.93448379085,0,246,14.1773255813954,4,30,30,0,30,30,10,185,5,0,24,saturday,saturday,4
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,4,0,1,3,-1,67,94,6,0,24,monday,thursday,0
4926,0,58,68,3,0.331168831168831,0,0.674731257759217,0,2,0.155844155844156,0,0,0,0,0,0,27,42,30,0,24,saturday,sunday,1
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,0,0,0,0,0,21,139,1,0,24,tuesday,wednesday,0
468063,601,137,77,760,32.1022364217252,8,86.263226118097,0,261,11.1022364217252,2,2,0,0,2,0,52,39,1,0,24,tuesday,thursday,0
1548,0,581,16,171,7.67577413479053,3,17.5008866700171,0,120,3.1384335154827,0,3,3,0,3,3,22,101,11,0,24,thursday,friday,0
700738,0,1600,34,64,5.67064439140811,2,10.5251771028036,0,55,2.10501193317422,0,0,0,0,0,0,27,85,1,0,24,friday,saturday,0
55157,1029,2727,35,38,1.72556390977444,1,4.08415522845619,0,31,0.789473684210526,0,0,0,0,0,0,9,0,4,0,24,sunday,monday,0
33326385,157,27408,47,402,156.593582887701,148,70.5812806491353,0,381,66.8716577540107,36,118,118,0,118,118,8,124,242,0,24,tuesday,tuesday,45
1548753,10803,59597,9,1479,78.4595300261097,39,135.975079527539,0,1337,26.943864229765,7.5,17,17,0,17,17,16,122,28,0,24,friday,saturday,5
115669,0,745,1,28,1.69230769230769,0,3.79796737914081,0,25,0.644230769230769,0,0,0,0,0,0,64,170,1,0,24,sunday,wednesday,0
513160,0,73487,42,1448,123.635738831615,30.5,226.665916627394,0,1140,50.4965635738832,9,12,12,0,12,12,4,105,62,0,24,saturday,saturday,6
441897,0,16175,18,1221,96.0758620689655,62,108.157553198619,0,982,37.3224137931034,14,115,3,19,104,-16,66,130,46,0,24,wednesday,saturday,2
1548753,10803,59597,9,1479,78.4595300261097,39,135.975079527539,0,1337,26.943864229765,7.5,37,9,28,36,-19,30,202,43,0,24,sunday,tuesday,0
297702,148,488,55,164,5.79537366548043,3,12.2442133889923,0,135,2.2135231316726,0,1,0,0,1,0,66,34,3,0,24,wednesday,saturday,0
131134,0,53586,66,381,83.865671641791,59,78.8040384958497,0,354,31.3383084577114,10,2,0,0,2,0,67,0,1,0,24,saturday,tuesday,0
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,23,5,18,22,-13,33,39,123,0,24,monday,wednesday,0
4072194,880,161174,9,2119,142.04972972973,79,196.256621062164,0,1950,58.6864864864865,17,413,17,72,392,-55,58,75,1265,0,24,sunday,tuesday,0
1552629,0,64641,9,960,153.857318573186,113,146.809326720063,0,644,61.3148831488315,24,147,80,67,145,13,28,322,131,0,24,friday,sunday,10
4913787,60,158828,9,1480,160.279761904762,117,178.273095932271,0,1248,60.5440476190476,12.5,396,396,0,396,396,23,40,1910,0,24,sunday,monday,22
115669,0,745,1,28,1.69230769230769,0,3.79796737914081,0,25,0.644230769230769,0,4,4,0,4,4,16,159,15,0,24,friday,saturday,1
57889,0,10836,18,781,27.4097995545657,17,51.7222881674652,0,370,9.60133630289532,2,3,3,0,3,3,17,112,2,0,24,friday,saturday,0
89879,393,1257,14,16,2.31282051282051,2,2.36634300645418,0,11,0.884615384615385,0,1,0,0,1,0,58,83,5,0,24,wednesday,saturday,0
246883,15,10884,24,811,21.2665406427221,5,66.4504508294944,0,377,8.65595463137996,1,4,4,0,4,4,12,77,2,0,24,monday,monday,1
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,0,0,0,0,0,69,16,2,0,24,sunday,wednesday,0
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,0,0,0,0,0,0,105,59,0,24,tuesday,tuesday,7
28379,9681,1283,32,28,7.27083333333333,2.5,8.10925290263467,0,27,2.88541666666667,1,13,0,13,13,-13,48,365,1,0,24,sunday,tuesday,0
23223,0,121,36,31,3.73024523160763,2,5.33312466954893,0,23,1.47411444141689,0,10,10,0,10,10,12,0,34,0,24,saturday,saturday,0
55520,0,13,26,226,5.61020408163265,1,19.3327758588189,0,205,2.41020408163265,0,11,3,8,11,-5,28,67,11,0,24,wednesday,thursday,0
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,3,0,0,3,0,58,48,28,0,24,thursday,sunday,0
3611,0,16,45,6,0.333333333333333,0,0.986683826534606,0,6,0.132275132275132,0,1,0,0,1,0,59,59,1,0,24,saturday,tuesday,0
81756,0,2947,36,208,19.3184357541899,11,26.2555500024856,0,174,8.03631284916201,2,7,1,0,6,1,61,0,138,0,24,wednesday,saturday,0
1777,557,19,27,18,3.61538461538462,2,5.25071611533759,0,7,1.25641025641026,0,7,0,4,7,-4,50,214,1,0,24,wednesday,friday,0
16272,0,311,24,32,6.37179487179487,5,5.94873176390969,0,30,1.99038461538462,0,20,0,20,20,-20,38,375,2,0,24,wednesday,friday,0
269481,0,4381,38,4,0.533718689788054,0,0.856978519513151,0,3,0.204238921001927,0,0,0,0,0,0,1,0,13,0,24,wednesday,wednesday,0
6860,2625,35,30,41,2.12432432432432,1,4.11860678394523,0,22,0.821621621621622,0,1,1,0,0,1,44,56,68,0,24,tuesday,thursday,0
11384,0,226,2,58,14.9261447562777,13,9.5137548901068,0,52,5.10044313146233,2,19,0,4,18,-4,54,70,15,0,24,monday,wednesday,0
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,11,2,4,8,-2,67,98,85,0,24,sunday,wednesday,0
421482,0,77336,18,665,156.157608695652,118.5,138.528690117196,0,394,58.5760869565217,25,143,19,124,128,-105,40,174,73,0,24,thursday,saturday,4
2001197,0,1053,2,194,24.8542857142857,15,32.5451584536857,0,152,9.70571428571429,1,23,2,21,23,-19,32,397,1,0,24,sunday,monday,0
858,0,0,16,2,0.431578947368421,0,0.749071447353987,0,2,0.2,0,0,0,0,0,0,10,185,1,0,24,tuesday,wednesday,0
18236,0,81,4,127,13.6605080831409,8,18.4959326836699,0,97,4.60739030023095,1,7,1,6,6,-5,45,34,1,0,24,monday,wednesday,0
3002026,0,77240,9,831,71.3169456066946,36,100.158561349448,0,539,26.5083682008368,6,16,2,14,14,-12,46,109,3,0,24,tuesday,thursday,1
579587,0,33116,18,528,71.7519466073415,47,74.1823631862073,0,505,26.2747497219132,9,9,9,0,9,9,10,69,4,0,24,monday,tuesday,4
6379081,0,54297,24,806,93.1932021466905,34,128.825748921844,0,761,40.8085867620751,9,28,12,16,17,-4,47,0,18,0,24,friday,sunday,3
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,21,2,19,19,-17,46,5,125,0,24,sunday,tuesday,0
4290409,11,131422,9,1310,140.733990147783,65,206.740617521908,0,1231,58.2844827586207,13.5,26,0,7,25,-7,53,144,28,0,24,friday,sunday,0
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,35,5,3,30,2,65,491,165,0,24,tuesday,friday,0
25599,2023,1835,32,183,11.608378870674,0,33.1250542552312,0,164,5.39344262295082,0,0,0,0,0,0,63,0,2,0,24,friday,monday,0
2001197,0,1053,2,194,24.8542857142857,15,32.5451584536857,0,152,9.70571428571429,1,9,2,7,9,-5,29,407,45,0,24,saturday,sunday,0
590707,0,25344,79,211,33.6525974025974,23,35.3466978895492,0,147,12.9545454545455,5,37,2,11,34,-9,58,140,258,0,24,sunday,tuesday,1
1408791,158,172,23,64,7.96498054474708,4,11.0560448499161,0,55,3.21011673151751,0,3,3,0,3,3,1,33,184,0,24,monday,monday,14
433536,615,11192,24,118,26.5177664974619,11,29.0077171438001,0,101,9.49238578680203,2,5,1,4,5,-3,36,126,1,0,24,saturday,monday,0
615014,601,3398,18,238,29.0733944954128,11,43.4725910532265,0,229,10.3394495412844,2,6,6,0,6,6,6,11,2,0,24,friday,friday,4
9774,0,2397,16,57,2.68126094570928,1,5.72210962103093,0,54,1.21891418563923,0,1,0,1,1,-1,50,40,4,0,24,tuesday,thursday,0
1975842,35,140870,9,1126,135.782988004362,86,161.945909001512,0,985,47.9454743729553,12,226,0,9,217,-9,72,104,1674,0,24,monday,thursday,0
1422427,0,35610,9,214,34.4945205479452,19,41.0421179939299,0,174,11.6821917808219,3,85,85,0,85,85,12,0,2,0,24,tuesday,tuesday,23
4072194,880,161174,9,2119,142.04972972973,79,196.256621062164,0,1950,58.6864864864865,17,38,5,33,33,-28,40,64,35,0,24,tuesday,thursday,2
253349,0,1888,44,69,4.95289855072464,2,7.74114446870489,0,60,1.79891304347826,0,1,1,0,1,1,22,29,13,0,24,saturday,sunday,0
2470711,36,271475,9,1445,196.810140237325,132,214.501234232466,0,1080,68.4056094929881,14,47,47,0,47,47,13,92,124,0,24,sunday,monday,8
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,14,3,4,11,-1,63,150,1,0,24,saturday,monday,0
1251509,732,46184,9,724,50.6346153846154,20,97.7678232513827,0,707,23.0730769230769,5,8,0,0,8,0,59,0,2,0,24,monday,thursday,0
2790235,0,20900,14,1149,274.875,19,455.642798006289,0,832,77.3125,8.5,832,832,0,832,832,9,40,6737,0,24,saturday,sunday,265
810,103,4,67,6,0.988235294117647,0,1.5604985451267,0,6,0.376470588235294,0,3,0,0,3,0,69,16,1,0,24,monday,thursday,0
92347,0,4867,24,222,24.2466216216216,16,30.7197993103412,0,210,10.0202702702703,3,13,13,0,13,13,21,85,26,0,24,friday,saturday,0
311,11,1,59,4,0.267857142857143,0,0.640621111237575,0,1,0.089285714285714,0,1,0,1,1,-1,45,14,1,0,24,tuesday,thursday,2
133574,0,22660,38,399,30.2977346278317,17,46.8479813926265,0,159,11.6666666666667,4,48,48,0,48,48,14,184,1,0,24,tuesday,wednesday,7
309914,13,5432,26,371,8.36721991701245,5,22.2996847043695,0,240,3.26970954356846,1,11,11,0,11,11,11,409,154,0,24,friday,friday,4
420838,148,606,39,344,19.8174322732627,14,26.4632265241994,0,227,7.81625441696113,3,13,3,10,13,-7,38,28,1,0,24,monday,wednesday,0
72615,0,3569,14,1263,28.3468468468468,6,131.45626294184,0,558,7.2454954954955,1,3,0,3,3,-3,42,0,18,0,24,wednesday,thursday,0
73349,0,1484,18,78,12.4539877300613,9,12.8458068659255,0,53,5.15644171779141,2,7,1,6,6,-5,35,0,3,0,24,friday,saturday,2
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,8,8,0,8,8,20,2,31,0,24,saturday,sunday,0
23223,0,121,36,31,3.73024523160763,2,5.33312466954893,0,23,1.47411444141689,0,3,0,1,2,-1,71,536,16,0,24,tuesday,friday,0
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,106,11,95,100,-84,39,100,94,0,24,thursday,friday,1
4488,0,124,40,29,3.3671875,2,4.54434933074513,0,21,1.3984375,0,2,0,0,2,0,72,925,5,0,24,thursday,sunday,0
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,0,0,0,0,0,27,5,2,0,24,monday,wednesday,0
356059,0,27989,8,437,57.2233632862644,42,55.5818231893102,0,266,19.4531450577664,6,82,2,18,74,-16,63,91,5,0,24,wednesday,saturday,0
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,180,0,9,174,-9,68,63,166,0,24,saturday,tuesday,0
1548,0,581,16,171,7.67577413479053,3,17.5008866700171,0,120,3.1384335154827,0,11,11,0,11,11,6,57,4,0,24,monday,monday,4
5970921,53096,234501,9,1315,133.943113772455,48,229.549480134078,0,993,48.9491017964072,12.5,69,48,21,68,27,25,333,144,0,24,monday,tuesday,3
287698,0,4752,24,719,17.6029900332226,10,53.0787685626073,0,403,6.11960132890366,2,6,6,0,6,6,16,59,1,0,24,thursday,friday,1
1959278,0,12641,18,538,21.452787258248,11,37.7694007688531,0,474,8.55972696245734,3,7,3,4,7,-1,27,43,24,0,24,saturday,sunday,0
441897,0,16175,18,1221,96.0758620689655,62,108.157553198619,0,982,37.3224137931034,14,50,3,47,48,-44,42,85,70,0,24,monday,wednesday,0
50563,10358,2348,32,112,9.32347504621072,3,17.314765202678,0,100,3.07578558225508,1,0,0,0,0,0,16,346,1,0,24,friday,saturday,0
513160,0,73487,42,1448,123.635738831615,30.5,226.665916627394,0,1140,50.4965635738832,9,111,111,0,111,111,9,203,645,0,24,thursday,friday,136
25599,2023,1835,32,183,11.608378870674,0,33.1250542552312,0,164,5.39344262295082,0,0,0,0,0,0,13,0,3,0,24,tuesday,wednesday,0
456478,0,3946,24,824,91.6995884773663,67,106.170006342395,0,575,36.4485596707819,11,122,30,92,119,-62,36,79,11,0,24,tuesday,thursday,2
321135,148,1651,16,191,14.4731610337972,6,24.8572620073271,0,132,5.72166998011929,1,2,0,0,2,0,69,21,1,0,24,thursday,sunday,0
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,12,0,2,12,-2,56,467,5,0,24,thursday,saturday,0
2071999,156,150355,57,512,24.769801980198,12,51.5217821758395,0,484,13.7871287128713,5,6,0,6,6,-6,38,96,2,0,18,tuesday,thursday,0
950,0,10,24,10,1.30459770114943,0,2.62049429600543,0,10,0.408045977011494,0,0,0,0,0,0,55,89,1,0,24,monday,thursday,0
2001197,0,1053,2,194,24.8542857142857,15,32.5451584536857,0,152,9.70571428571429,1,7,7,0,7,7,3,291,1,0,24,sunday,sunday,7
1155,0,17,22,18,1.94909090909091,1,2.89280441014803,0,12,0.794545454545455,0,0,0,0,0,0,38,268,3,0,24,tuesday,thursday,0
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,33,0,4,30,-4,71,169,54,0,24,thursday,sunday,0
43331,1536,187,27,12,1.25382262996942,0,2.40789522064734,0,10,0.418960244648318,0,0,0,0,0,0,11,309,1,0,24,friday,saturday,0
2078654,2715,84453,9,1142,160.02729528536,100,181.572553837513,0,1089,61.4131513647643,20.5,44,4,40,44,-36,42,66,34,0,24,saturday,sunday,0
51890,0,4376,66,166,28.168458781362,24,27.2886523370093,0,157,10.6451612903226,2,9,0,0,9,0,69,237,1,0,24,wednesday,saturday,0
309914,13,5432,26,371,8.36721991701245,5,22.2996847043695,0,240,3.26970954356846,1,0,0,0,0,0,71,161,16,0,24,friday,monday,0
4290409,11,131422,9,1310,140.733990147783,65,206.740617521908,0,1231,58.2844827586207,13.5,112,31,81,111,-50,28,123,41,0,24,monday,tuesday,9
98168,0,1843,36,393,34.4348290598291,21,45.7562057882116,0,195,12.0320512820513,5,93,2,16,86,-14,63,238,623,0,24,thursday,sunday,0
37149,0,24,90,93,15.9291666666667,10,17.6931949999302,0,91,5.87083333333333,1,1,0,1,1,-1,28,98,2,0,24,friday,saturday,0
89879,393,1257,14,16,2.31282051282051,2,2.36634300645418,0,11,0.884615384615385,0,0,0,0,0,0,50,113,1,0,24,tuesday,thursday,0
2667410,141,111855,18,793,185.317073170732,157,164.73917878143,0,419,76.6219512195122,39,51,0,10,46,-10,66,0,108,0,24,friday,monday,0
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,83,4,2,79,2,67,102,336,0,24,thursday,saturday,0
555304,0,599,47,144,5.63076923076923,1,20.0959768118812,0,131,3.68461538461538,0,0,0,0,0,0,69,40,2,0,24,thursday,sunday,0
329587,0,11271,4,124,11.6048632218845,7,15.9925545194406,0,71,4.25379939209727,1,8,8,0,8,8,8,165,1,0,24,sunday,sunday,1
104037,0,30,14,111,7.00399467376831,4,10.9724863520373,0,105,2.68974700399467,1,11,7,4,11,3,25,73,12,0,24,saturday,sunday,1
24148,18,249,82,2,0.152173913043478,0,0.50936410929826,0,1,0.043478260869565,0,0,0,0,0,0,57,88,1,0,24,wednesday,saturday,0
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,8,0,1,7,-1,64,33,117,0,24,monday,thursday,0
656085,0,62122,39,165,30.0246913580247,17,38.0370650862812,0,142,11.2283950617284,2,100,8,22,77,-14,64,0,532,0,24,monday,thursday,2
176923,0,4211,51,19,1.976,1,3.15712274072454,0,10,0.728,0,3,3,0,3,3,5,0,2,0,24,friday,friday,1
21292,40768,525,32,20,2.94137931034483,2,3.62177487841483,0,17,1.26206896551724,0,2,0,1,2,-1,52,58,1,0,24,monday,wednesday,0
3319,10,1,17,31,3.52332657200811,2,4.69624634199589,0,18,1.4604462474645,0,2,2,0,2,2,27,112,1,0,24,wednesday,thursday,0
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,4,4,0,4,4,7,8,28,0,24,thursday,friday,1
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,299,59,240,288,-181,32,83,309,0,24,thursday,saturday,8
4662,10,12,49,17,2.12582781456954,1,3.18898068740731,0,10,0.728476821192053,0,2,0,0,2,0,67,12,1,0,24,tuesday,friday,0
3739454,30262,29943,9,1647,125.266666666667,28,244.89930810664,0,1529,52.6311111111111,6,205,205,0,205,205,24,171,186,0,24,tuesday,wednesday,30
3002207,0,47567,3,794,23.7297650130548,7,63.2031523051065,0,631,10.8629242819843,2,3,3,0,3,3,18,117,3,0,24,wednesday,thursday,0
565299,0,53207,18,624,154.575835475578,129,121.403139984437,0,400,64.2724935732648,28,38,0,2,36,-2,65,216,2,0,24,wednesday,saturday,0
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,7,7,0,7,7,8,129,2,0,24,monday,tuesday,5
9108,0,35,8,39,6.48068669527897,4,7.64169809290068,0,32,2.13304721030043,0,0,0,0,0,0,38,27,2,0,24,sunday,tuesday,0
6991,0,550,80,45,2.91866028708134,1,5.02891982127431,0,30,1.00318979266348,0,6,0,4,6,-4,54,169,2,0,24,monday,wednesday,1
37624433,1,456014,33,1946,740.333333333333,322.5,795.677628747277,16,758,193.416666666667,48.5,66,19,32,38,-13,53,174,464,0,24,friday,monday,23
472162,0,29283,24,517,64.3383838383838,25,98.0288642372778,0,433,30.0151515151515,7,10,2,8,8,-6,38,124,19,0,9,wednesday,thursday,0
25599,2023,1835,32,183,11.608378870674,0,33.1250542552312,0,164,5.39344262295082,0,15,15,0,15,15,2,94,1,0,24,monday,monday,13
368445,0,30549,9,783,66.0774193548387,30,133.515761325667,0,713,27.2903225806452,7,74,74,0,74,74,6,81,137,0,24,thursday,thursday,86
68306,0,3811,2,113,26.4857456140351,19,23.4252219815022,0,89,10.1820175438597,4,14,14,0,14,14,3,8,6,0,24,tuesday,tuesday,11
891159,0,106158,9,320,37.0116009280742,24,43.1797876900111,0,262,18.8259860788863,7,315,0,120,314,-120,49,1266,33,0,24,wednesday,friday,0
20131,13,27,24,47,2.30563002680965,1,6.585620491436,0,35,0.96514745308311,0,0,0,0,0,0,24,104,2,0,24,friday,saturday,1
1204214,0,6418,1,105,5.81818181818182,3,11.3528508256314,0,97,2.04475524475524,0,3,3,0,3,3,5,108,2,0,24,thursday,thursday,2
32745,1559,770,32,15,1.34186939820743,0,2.27262303416435,0,15,0.523687580025608,0,0,0,0,0,0,5,349,5,0,24,tuesday,tuesday,0
88853,0,3169,2,29,6.46653543307087,5,5.43472922026143,0,25,2.41732283464567,1,1,0,1,1,-1,36,47,1,0,24,thursday,friday,0
1154,0,1,91,15,2.83240223463687,2,3.78247359802703,0,14,0.916201117318436,0,6,1,5,6,-4,45,103,1,0,24,friday,sunday,0
3316706,2842,9114,35,43,4.37090909090909,2,6.83232085491181,0,42,1.80909090909091,0,2,2,0,2,2,18,95,15,0,24,saturday,sunday,0
188849,0,2455,1,180,58,50,37.2066842032126,0,81,19.1566265060241,12,0,0,0,0,0,0,83,196,0,24,monday,monday,175
186866,206,6605,18,1183,38.8323699421965,6,141.500630908709,0,751,18.1040462427746,1,67,0,6,61,-6,72,104,2,0,24,friday,monday,0
468063,601,137,77,760,32.1022364217252,8,86.263226118097,0,261,11.1022364217252,2,26,4,22,22,-18,41,0,30,0,24,saturday,monday,2
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,6,6,0,6,6,6,18,64,0,24,thursday,friday,4
50469,21748,2456,32,47,5.80314960629921,3,8.1044260971055,0,42,2.48818897637795,1,10,10,0,10,10,15,69,18,0,24,saturday,sunday,7
25247,393,6182,24,127,19.4282051282051,15,17.8011444276002,0,110,8.28461538461539,3,26,26,0,26,26,9,16,3,0,24,saturday,saturday,1
1386080,14,1798,14,767,198.478260869565,181,185.18925757617,0,605,66.2173913043478,8,422,9,183,411,-174,53,16,1080,0,24,saturday,monday,0
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,37,21,16,35,5,26,19,14,0,24,saturday,sunday,2
3440,0,164,28,34,5.02941176470588,4,5.00285385683039,0,28,1.83823529411765,0,5,5,0,5,5,16,81,1,0,24,friday,saturday,0
11384,0,226,2,58,14.9261447562777,13,9.5137548901068,0,52,5.10044313146233,2,29,9,20,28,-11,37,114,3,0,24,tuesday,thursday,5
7461335,1478,218090,9,1282,190.655296229803,119,205.137077333876,0,1011,70.657091561939,25,88,2,20,72,-18,64,757,26,0,24,sunday,wednesday,1
8044,198,104,101,4,1.10555555555556,1,1.22699824423592,0,4,0.45,0,2,2,0,2,2,16,116,1,0,24,monday,monday,0
3316706,2842,9114,35,43,4.37090909090909,2,6.83232085491181,0,42,1.80909090909091,0,2,2,0,0,2,37,106,21,0,24,tuesday,thursday,0
165002,0,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,6,0,1,6,-1,57,25,55,0,24,tuesday,thursday,0
367390,0,2678,100,110,11.8281750266809,6,15.4302000580234,0,96,4.55923159018143,2,6,6,0,6,6,24,402,228,0,24,wednesday,thursday,2
1548753,10803,59597,9,1479,78.4595300261097,39,135.975079527539,0,1337,26.943864229765,7.5,223,43,180,201,-137,38,167,246,0,24,tuesday,thursday,13
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,3,0,0,3,0,55,211,25,0,24,wednesday,friday,0
17905,7,43,49,23,3.19727891156463,1,5.40047800326091,0,18,0.843537414965986,0,0,0,0,0,0,21,57,2,0,24,friday,saturday,0
8070687,421,278406,9,1682,396.757785467128,270,357.168807777324,0,1570,157.544982698962,37,84,4,80,84,-76,40,143,161,0,24,saturday,sunday,0
6379081,0,54297,24,806,93.1932021466905,34,128.825748921844,0,761,40.8085867620751,9,4,4,0,4,4,19,0,3,0,24,wednesday,thursday,0
356059,0,27989,8,437,57.2233632862644,42,55.5818231893102,0,266,19.4531450577664,6,31,31,0,31,31,4,46,5,0,24,wednesday,wednesday,13
6991,0,550,80,45,2.91866028708134,1,5.02891982127431,0,30,1.00318979266348,0,0,0,0,0,0,68,259,1,0,24,friday,monday,0
192885,1,2647,24,87,16.4342857142857,14,12.868047016296,0,70,6.35047619047619,2,19,19,0,19,19,12,332,47,0,24,sunday,monday,2
441554,0,60660,4,2333,70.3657407407408,41,162.671662982261,0,2131,26.337962962963,8,27,27,0,27,27,21,88,12,0,24,wednesday,thursday,1
165002,0,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,5,0,2,4,-2,56,176,2,0,24,sunday,tuesday,0
2283681,0,452,14,7,3.54166666666667,3.5,1.49942118462055,0,7,1.45833333333333,0,3,0,3,3,-3,46,149,3,0,24,friday,sunday,1
608825,150,11239,44,162,36.536231884058,31,24.1318889880706,0,113,13.3975155279503,6,34,2,16,32,-14,49,7,100,0,24,monday,wednesday,0
155266,1284,2454,60,16,1.38373424971363,0,2.30156304932999,0,13,0.585337915234822,0,0,0,0,0,0,52,96,44,0,24,tuesday,thursday,1
43331,1536,187,27,12,1.25382262996942,0,2.40789522064734,0,10,0.418960244648318,0,10,4,6,9,-2,35,338,1,0,24,friday,sunday,1
2035731,0,6523,14,184,24.8720379146919,12,38.3757640381941,0,150,9.80094786729858,1,3,1,2,0,-1,55,0,2,0,24,monday,thursday,2
1616,0,18,24,5,1.22857142857143,1,1.53223859174765,0,5,0.428571428571429,0,0,0,0,0,0,23,0,1,0,24,monday,tuesday,0
55975,53564,774,50,165,32.1779359430605,7,45.4439979634254,0,146,13.270462633452,1,3,3,0,3,3,27,112,1,0,24,saturday,sunday,0
57411,36082,1485,87,38,3.21518987341772,0,7.76990442910116,0,36,1.17088607594937,0,1,0,1,1,-1,61,152,1,0,24,tuesday,friday,0
3316706,2842,9114,35,43,4.37090909090909,2,6.83232085491181,0,42,1.80909090909091,0,0,0,0,0,0,0,116,12,0,24,friday,friday,0
